<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
19.09.2018;111070;111260;111040;111250
19.09.2018;111280;111310;110940;111100
19.09.2018;111120;111200;111060;111200
19.09.2018;111190;111200;111130;111190
19.09.2018;111180;111250;111150;111200
19.09.2018;111190;111270;111190;111250
19.09.2018;111250;111400;111250;111370
19.09.2018;110590;111090;110683;111070
19.09.2018;111070;111260;111040;111250
19.09.2018;111280;111310;110940;111100
19.09.2018;111120;111200;111060;111200
19.09.2018;111190;111200;111130;111190
19.09.2018;111180;111250;111150;111200
19.09.2018;111190;111270;111190;111250
19.09.2018;111250;111400;111250;111370
19.09.2018;110590;111090;110684;111070
19.09.2018;111070;111260;111040;111250
19.09.2018;111280;111310;110940;111100
19.09.2018;111120;111200;111060;111200
19.09.2018;111190;111200;111130;111190
19.09.2018;111180;111250;111150;111200
19.09.2018;111190;111270;111190;111250
19.09.2018;111250;111400;111250;111370
19.09.2018;110590;111090;110685;111070
19.09.2018;111070;111260;111040;111250
19.09.2018;111280;111310;110940;111100
19.09.2018;111120;111200;111060;111200
19.09.2018;111190;111200;111130;111190
19.09.2018;111180;111250;111150;111200
19.09.2018;111190;111270;111190;111250
19.09.2018;111250;111400;111250;111370
19.09.2018;110590;111090;110686;111070
19.09.2018;111070;111260;111040;111250
19.09.2018;111280;111310;110940;111100
19.09.2018;111120;111200;111060;111200
19.09.2018;111190;111200;111130;111190
19.09.2018;111180;111250;111150;111200
19.09.2018;111190;111270;111190;111250
19.09.2018;111250;111400;111250;111370
19.09.2018;110590;111090;110687;111070
19.09.2018;111070;111260;111040;111250
19.09.2018;111280;111310;110940;111100
19.09.2018;111120;111200;111060;111200
19.09.2018;111190;111200;111130;111190
19.09.2018;111180;111250;111150;111200
19.09.2018;111190;111270;111190;111250
19.09.2018;111250;111400;111250;111370
19.09.2018;110590;111090;110688;111070
19.09.2018;111070;111260;111040;111250
19.09.2018;111280;111310;110940;111100
19.09.2018;111120;111200;111060;111200
19.09.2018;111190;111200;111130;111190
19.09.2018;111180;111250;111150;111200
19.09.2018;111190;111270;111190;111250
19.09.2018;111250;111400;111250;111370
19.09.2018;110590;111090;110689;111070
19.09.2018;111070;111260;111040;111250
19.09.2018;111280;111310;110940;111100
19.09.2018;111120;111200;111060;111200
19.09.2018;111190;111200;111130;111190
19.09.2018;111180;111250;111150;111200
19.09.2018;111190;111270;111190;111250
19.09.2018;111250;111400;111250;111370
19.09.2018;110590;111090;110690;111070
19.09.2018;111070;111260;111040;111250
19.09.2018;111280;111310;110940;111100
19.09.2018;111120;111200;111060;111200
19.09.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110691;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110692;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110693;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110694;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110695;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110696;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110697;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110698;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110699;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110700;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110701;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110702;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110703;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110704;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110705;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110706;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110707;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110708;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110709;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110710;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110711;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110712;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110713;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110714;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110715;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110716;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110717;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110718;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110719;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110720;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110721;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110722;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110723;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110724;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110725;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110726;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110727;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110728;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110729;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110730;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110731;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110732;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110733;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110734;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110735;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110736;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110737;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110738;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110739;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110740;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110741;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110742;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110743;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110744;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110745;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110746;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110747;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110748;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110749;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110750;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110751;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110752;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110753;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110754;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110755;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110756;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110757;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110758;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110759;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110760;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110761;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110762;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110763;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110764;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110765;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110766;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110767;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110768;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110769;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110770;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110771;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110772;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110773;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
